"ID","正式名称","正式名称（フリガナ）","略称","略称（フリガナ）","英語表記（ローマ字表記）","機関区分","都道府県コード","市区町村コード","所在地","所在地座標（緯度）","所在地座標（経度）","案内用ホームページアドレス","毎週決まった曜日に休診（月）","毎週決まった曜日に休診（火）","毎週決まった曜日に休診（水）","毎週決まった曜日に休診（木）","毎週決まった曜日に休診（金）","毎週決まった曜日に休診（土）","毎週決まった曜日に休診（日）","決まった週に休診（定期週）第1週（月）","決まった週に休診（定期週）第1週（火）","決まった週に休診（定期週）第1週（水）","決まった週に休診（定期週）第1週（木）","決まった週に休診（定期週）第1週（金）","決まった週に休診（定期週）第1週（土）","決まった週に休診（定期週）第1週（日）","決まった週に休診（定期週）第2週（月）","決まった週に休診（定期週）第2週（火）","決まった週に休診（定期週）第2週（水）","決まった週に休診（定期週）第2週（木）","決まった週に休診（定期週）第2週（金）","決まった週に休診（定期週）第2週（土）","決まった週に休診（定期週）第2週（日）","決まった週に休診（定期週）第3週（月）","決まった週に休診（定期週）第3週（火）","決まった週に休診（定期週）第3週（水）","決まった週に休診（定期週）第3週（木）","決まった週に休診（定期週）第3週（金）","決まった週に休診（定期週）第3週（土）","決まった週に休診（定期週）第3週（日）","決まった週に休診（定期週）第4週（月）","決まった週に休診（定期週）第4週（火）","決まった週に休診（定期週）第4週（水）","決まった週に休診（定期週）第4週（木）","決まった週に休診（定期週）第4週（金）","決まった週に休診（定期週）第4週（土）","決まった週に休診（定期週）第4週（日）","決まった週に休診（定期週）第5週（月）","決まった週に休診（定期週）第5週（火）","決まった週に休診（定期週）第5週（水）","決まった週に休診（定期週）第5週（木）","決まった週に休診（定期週）第5週（金）","決まった週に休診（定期週）第5週（土）","決まった週に休診（定期週）第5週（日）","祝日に休診","その他の休診日（gw、お盆等）","一般病床","療養病床","療養病床のうち医療保険適用","療養病床のうち介護保険適用","精神病床","結核病床","感染症病床","合計病床数"
"1311131800970","医療法人社団青藍会　鈴木病院","イリョウホウジンシャダンセイランカイ　スズキビョウイン","鈴木病院","スズキビョウイン","Suzuki Byoin","1","13","108","東京都江東区塩浜２－７－３","35.661869","139.806649","http://www.seirankai-suzuki.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","48","0","0","0","0","0","0","48"
"1311131900290","ＮＴＴ東日本関東病院","エヌティティヒガシニホンカントウビョウイン","ＮＴＴ東日本関東病院","エヌティティヒガシニホンカントウビョウイン","NTT Medical Center Tokyo","1","13","109","東京都品川区東五反田５－９－２２","35.630843","139.725574","https://www.nmct.ntt-east.co.jp/","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","544","0","0","0","50","0","0","594"
"1311131900580","公益財団法人　河野臨牀医学研究所附属第三北品川病院","コウエキザイダンホウジン　コウノリンショウイガクケンキュウショフゾクダイサンキタシナガワビョウイン","第三北品川病院","ダイサンキタシナガワビョウイン","Daisankitashinagawa Byoin","1","13","109","東京都品川区北品川３－３－７","35.621288","139.738879","http://www.kcmi.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月31日","114","0","0","0","0","0","0","114"
"1311131900610","公益財団法人　河野臨牀医学研究所附属品川リハビリテーション病院","コウエキザイダンホウジン　コウノリンショウイガクケンキュウジョフゾクシナガワリハビリテーションビョウイン","品川リハビリテーション病院","シナガワリハビリテーションビョウイン","Shinagawarihabirite-shon Byoin","1","13","109","東京都品川区北品川５－２－１","35.623260","139.731657","http://kcmi.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日","0","130","130","0","0","0","0","130"
"1311131900900","医療法人社団仁生堂　大村病院","イリョウホウジンシャダンジンセイドウ　オオムラビョウイン","大村病院","オオムラビョウイン","Ohmura Byoin","1","13","109","東京都品川区大井３－２７－１１","35.600290","139.730103","http://www.ohmura-hp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","21","24","24","0","0","0","0","45"
"1311131901170","社会医療法人社団東京巨樹の会　東京品川病院","シャカイイリョウホウジンシャダントウキョウキョジュノカイ　トウキョウシナガワビョウイン","東京品川病院","トウキョウシナガワビョウイン","Tokyo Shinagawa Byoin","1","13","109","東京都品川区東大井６－３－２２","35.601679","139.734880","http://tokyo-shinagawa.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","400","0","0","0","0","0","0","400"
"1311131901620","医療法人社団有仁会　阿部病院","イリョウホウジンシャダンユウジンカイ　アベビョウイン","阿部病院","アベビョウイン","Abe Byouin","1","13","109","東京都品川区東五反田１－６－８","35.626954","139.726185","http://abe-byoin.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，01月04日，12月31日","","84","84","0","0","0","0","84"
"1311131902180","昭和大学病院附属東病院","ショウワダイガクビョウインフゾクヒガシビョウイン","昭和大学病院附属東病院","ショウワダイガクビョウインフゾクヒガシビョウイン","SHOWA UNIBERSITY EAST HOSPITAL","1","13","109","東京都品川区西中延２－１４－１９","35.609595","139.705604","http://www.showa-u.ac.jp/SUHE/index.html","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","01月01日，01月02日，01月03日，11月15日，12月29日，12月30日，12月31日","199","0","0","0","0","0","0","199"
"1311131902210","医療法人社団空と大地　大崎病院東京ハートセンター","イリョウホウジンシャダンソラトダイチ　オオサキビョウイントウキョウハートセンター","大崎病院東京ハートセンター","オオサキビョウイントウキョウハートセンター","Osaki Byoin TOKYO HEART CENTER","1","13","109","東京都品川区北品川５－４－１２","35.621622","139.731824","http://www.tokyoheart.or.jp/","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","88","0","0","0","0","0","0","88"
"1311132000230","昭和大学病院","ショウワダイガクビョウイン","昭和大学病院","ショウワダイガクビョウイン","SHOWA University Hospital","1","13","109","東京都品川区旗の台１－５－８","35.608678","139.703438","http://hosp.showa-u.ac.jp/SUH/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，11月15日，12月29日，12月30日，12月31日","815","0","0","0","0","0","0","815"
"1311132000780","医療法人社団　旗の台病院","イリョウホウジンシャダン　ハタノダイビョウイン","旗の台病院","ハタノダイビョウイン","HATANODAI  HOSPITAL","1","13","109","東京都品川区旗の台５－１７－１６","35.603623","139.698744","http://www.hatanodai.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","60","0","0","0","0","0","0","60"
"1311132100260","国家公務員共済組合連合会　三宿病院","コッカコウムインキョウサイクミアイレンゴウカイ　ミシュクビョウイン","三宿病院","ミシュクビョウイン","Mishuku Byoin","1","13","110","東京都目黒区上目黒５－３３－１２","35.642452","139.685132","https://www.mishuku.gr.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","206","38","38","0","0","0","0","244"
"1311132100390","国家公務員共済組合連合会　東京共済病院","コッカコウムインキョウサイクミアイレンゴウカイ　トウキョウキョウサイビョウイン","東京共済病院","トウキョウキョウサイビョウイン","Tokyo  kyosai  byoin","1","13","110","東京都目黒区中目黒２－３－８","35.641813","139.704298","https://tkh.kkr.or.jp","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","350","0","0","0","0","0","0","350"
"1311132100840","東邦大学医療センター大橋病院","トウホウダイガクイガクイリョウセンター　オオハシビョウイン","東邦大学医療センター大橋病院","トウホウダイガクイガクイリョウセンター　オオハシビョウイン","TOHO University Ohashi Medical Center","1","13","110","東京都目黒区大橋２－２２－３６","35.652145","139.683771","https://www.ohashi.med.toho-u.ac.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","320","0","0","0","0","0","0","320"
"1311132101010","総合病院　厚生中央病院","ソウゴウビョウイン　コウセイチュウオウビョウイン","厚生中央病院","コウセイチュウオウビョウイン","KOHSEI CHUO GENERAL HOSPITAL","1","13","110","東京都目黒区三田１－１１－７","35.641536","139.712519","https://www.kohseichuo.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","320","0","0","0","0","0","0","320"
"1311132200450","医療法人財団日扇会　第一病院","イリョウホウジンザイダンニッセンカイ　ダイイチビョウイン","日扇会第一病院","ニッセンカイダイイチビョウイン","NissenkaiDaiichi Byoin","1","13","110","東京都目黒区中根２－１０－２０","35.614649","139.676607","http://www2.nissenkai.or.jp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月31日","46","","0","","0","0","0","46"
"1311132200580","医療法人社団爽玄会　碑文谷病院","イリョウホウジンシャダンソウゲンカイ　ヒモンヤビョウイン","碑文谷病院","ヒモンヤビョウイン","Himonya Byoin","1","13","110","東京都目黒区南２－９－７","35.614316","139.685967","http://himonya-hosp.com","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","29","43","43","0","0","0","0","72"
"1311132300190","日本赤十字社東京都支部大森赤十字病院","ニッポンセキジュウジシャトウキョウトシブオオモリセキジュウジビョウイン","大森赤十字病院","オオモリセキジュウジビョウイン","Omori Sekijuji Byoin","1","13","111","東京都大田区中央４－３０－１","35.579154","139.717549","http://www.omori.jrc.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","344","0","0","0","0","0","0","344"
"1311132300220","医療法人社団松和会　池上総合病院","イリョウホウジンシャダンショウワカイ　イケガミソウゴウビョウイン","池上総合病院","イケガミソウゴウビョウイン","Ikegami General Hospital","1","13","111","東京都大田区池上６－１－１９","35.572682","139.704162","http://www.ikegamihosp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","290","94","94","0","0","0","0","384"
"1311132300350","医療法人横浜未来ヘルスケアシステム　大田池上病院","イリョウホウジンヨコハマミライヘルスケアシステム　オオタイケガミビョウイン","大田池上病院","オオタイケガミビョウイン","OTAIKEGAMI HOSPITAL","1","13","111","東京都大田区池上２－７－１０","35.578459","139.701106","http://www.matsuihsp.or.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","01月01日，01月02日，01月03日，12月31日","144","","","","","","","144"
"1311132300480","医療法人財団中島記念会　大森山王病院","イリョウホウジンザイダンナカジマキネンカイ　オオモリサンノウビョウイン","大森山王病院","オオモリサンノウビョウイン","Omorisannou Byoin","1","13","111","東京都大田区山王３－９－６","35.582070","139.722660","http://www.nakajima-hp.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","30","35","35","0","0","0","0","65"
"1311132300510","社会医療法人財団仁医会　牧田総合病院","シャカイイリョウホウジンザイダンジンイカイ　マキタソウゴウビョウイン","牧田総合病院","マキタソウゴウビョウイン","Makitasogo Byoin","1","13","111","東京都大田区西蒲田８－２０－１","35.559822","139.713051","http://www.makita-hosp.or.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","290","0","0","0","0","0","0","290"
"1311132301100","東邦大学医療センター大森病院","トウホウダイガク　イリョウセンター　オオモリ　ビョウイン","東邦大学医療センター大森病院","トウホウダイガク　イリョウセンター　オオモリ　ビョウイン","Toho University Omori Medical Center","1","13","111","東京都大田区大森西６－１１－１","35.569460","139.724327","http://www.omori.med.toho-u.ac.jp","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，06月10日，12月29日，12月30日，12月31日","880","","","","36","","","916"
"1311132400120","地方独立行政法人東京都立病院機構　東京都立荏原病院","チホウドクリツギョウセイホウジントウキョウトリツビョウインキコウ　トウキョウトリツエバラビョウイン","東京都立荏原病院","トウキョウトリツエバラビョウイン","Tokyo Toritsu Ebara Hospital","1","13","111","東京都大田区東雪谷４－５－１０","35.593707","139.692967","https://www.tmhp.jp/ebara/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","411","0","0","0","30","0","20","461"
"1311132400380","医療法人社団七仁会　田園調布中央病院","イリョウホウジンシャダンシチジンカイ　デンエンチョウフチュウオウビョウイン","田園調布中央病院","デンエンチョウフチュウオウビョウイン","Denenchofutyuobyouin","1","13","111","東京都大田区田園調布２－４３－１","35.596540","139.667858","http://denenchofu-hp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，05月03日，05月04日，05月05日，12月31日","91","0","0","0","0","0","0","91"
"1311132400700","昭和大学歯科病院","ショウワダイガクシカビョウイン","昭和大学歯科病院","ショウワダイガクシカビョウイン","Showadaigaku Shikabyoin","1","13","111","東京都大田区北千束２－１－１","35.608983","139.694078","http://www.showa-u.ac.jp/SUHD/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，11月15日，12月29日，12月30日，12月31日","22","0","0","0","0","0","0","22"
"1311132500310","医療法人社団メドビュー　東京ちどり病院","イリョウホウジンシャダンメドビュー　トウキョウチドリビョウイン","東京ちどり病院","トウキョウチドリビョウイン","TOKYO CHIDORI HOSPITAL","1","13","111","東京都大田区千鳥２－３９－１０","35.567738","139.695913","http://www.yoshieikai.com/chidori/index.html","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，05月03日，05月04日，05月05日，12月31日","38","60","60","0","0","0","0","98"
"1311132500570","医療法人社団森と海東京　東京蒲田病院","イリョウホウジンシャダンモリトウミトウキョウ　トウキョウカマタビョウイン","東京蒲田病院","トウキョウカマタビョウイン","Tokyo Kamata Byoin","1","13","111","東京都大田区西蒲田７－１０－１","35.564322","139.711828","https://www.t-kamata-hosp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","124","56","56","0","0","0","0","180"
"1311132500730","医療法人社団秀輝会　目蒲病院","イリョウホウジンシャダンシュウキカイ　メカマビョウイン","目蒲病院","メカマビョウイン","MEKAMA Hospital","1","13","111","東京都大田区下丸子３－２３－３","35.567821","139.685469","http://mekamabyouin.mints.ne.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，01月09日，02月11日，02月23日，03月21日，04月29日，05月03日，05月04日，05月05日，07月17日，08月11日，09月23日，10月09日，11月03日，11月23日，12月30日，12月31日","39","24","24","0","0","0","0","63"
"1311132501320","医療法人社団静恒会　本多病院","イリョウホウジンシャダンセイコウカイ　ホンダビョウイン","本多病院","ホンダビョウイン","Honda Byoin","1","13","111","東京都大田区東矢口１－１７－１５","35.564322","139.706523","http://www.seikou-kai.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","47","","","","","","","47"
"1311132600180","独立行政法人労働者健康安全機構　東京労災病院","ドクリツギョウセイホウジンロウドウシャケンコウアンゼンキコウ　トウキョウロウサイビョウイン","東京労災病院","トウキョウロウサイビョウイン","TOKYO ROUSAI Hospital","1","13","111","東京都大田区大森南４－１３－２１","35.565767","139.747159","https://tokyoh.johas.go.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月02日，01月03日，12月29日，12月30日，12月31日","400","0","0","0","0","0","0","400"
"1311132600210","独立行政法人地域医療機能推進機構東京蒲田医療センター","ドクリツギョウセイホウジンチイキイリョウキノウスイシンキコウトウキョウカマタイリョウセンター","東京蒲田医療センター","トウキョウカマタイリョウセンター","Tokyo Kamata Medical  Center","1","13","111","東京都大田区南蒲田２－１９－２","35.554379","139.723772","https://kamata.jcho.go.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","230","0","0","0","0","0","0","230"
"1311132600470","医療法人社団有仁会　糀谷病院","イリョウホウジンシャダンユウジンカイ　コウジヤビョウイン","糀谷病院","コウジヤビョウイン","KOUJIYA HOSPITAL","1","13","111","東京都大田区南蒲田３－３－１５","35.553768","139.728716","http://koujiya-hospital.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，01月04日，12月31日","0","88","88","0","0","0","0","0"
"1311132600500","医療法人財団蔦の木会　南晴病院","イリョウホウジンザイダンツタノキカイ　ナンセイビョウイン","南晴病院","ナンセイビョウイン","NANSEI HOSPITAL","1","13","111","東京都大田区南蒲田１－５－１５","35.559878","139.725411","http://www.nansei-hospital.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","0","0","0","0","62","0","0","62"
"1311132600890","医療法人社団寿徳会高野病院","イリョウホウジンシャダンジュトクカイタカノビョウイン","","","","1","13","111","東京都大田区東糀谷３－３－２４","35.552768","139.741187","http://www.takanohospital.com","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月13日，08月14日，08月15日，12月30日，12月31日","0","80","80","0","0","0","0","80"
"1311132601190","医療法人社団京浜会　京浜病院","イリョウホウジンシャダンケイヒンカイ　ケイヒンビョウイン","京浜病院","ケイヒンビョウイン","Keihin Byoin","1","13","111","東京都大田区大森南１－１４－１３","35.564294","139.737076","http://www.keihin-hospital.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","71","0","0","0","0","0","0","71"
"1311132601640","医療法人社団　渡辺病院","イリョウホウジンシャダン　ワタナベビョウイン","渡辺病院","ワタナベビョウイン","WATANABE HOSPITAL","1","13","111","東京都大田区羽田１－５－１６","35.551629","139.741076","http://watanabe-hp.net/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","60","0","0","0","0","0","0","60"
"1311132700001","医療法人社団輝生会　成城リハビリテーション病院","イリョウホウジンシャダンキセイカイ　セイジョウリハビリテーションビョウイン","成城リハビリテーション病院","セイジョウリハビリテーションビョウイン","Seijo Rehabilitation Byoin","1","13","112","東京都世田谷区祖師谷３－８－７　ガーデン成城ビル","35.642312","139.604861","http://www.seijo-reha.com","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","12月31日,  01月01日，01月02日，01月03日，","","30","30","","","","","30"
"1311132700002","一般財団法人脳神経疾患研究所　世田谷リハビリテーション病院","イッパンザイダンホウジンノウシンケイシッカンケンキュウショ　セタガヤリハビリテーションビョウイン","世田谷リハビリテーション病院","セタガヤリハビリテーションビョウイン","SetagayaRihabiriteshonByoin","1","13","112","東京都世田谷区松原６－３７－１","35.657672","139.650607","http://tokyo-rehabili.jp","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","92","92","","","","","92"
"1311132700240","自衛隊中央病院","ジエイタイチュウオウビョウイン","自衛隊中央病院","ジエイタイチュウオウビョウイン","Self-Defence Forces Central Hospital","1","13","112","東京都世田谷区池尻１－２－２４","35.645202","139.684632","http://www.mod.go.jp/gsdf/chosp/index.html","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","420","0","0","0","50","20","10","500"
"1311132700400","一般財団法人平和協会　駒沢病院","イッパンザイダンホウジンヘイワキョウカイ　コマザワビョウイン","駒沢病院","コマザワビョウイン","KOMAZAWA Hospital","1","13","112","東京都世田谷区駒沢２－２－１５","35.633897","139.660440","https://komazawa-hp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，06月8日，12月30日，12月31日","88","0","0","0","0","0","0","88"
"1311132700660","医療法人社団さくら会　世田谷中央病院","イリョウホウジンシャダンサクラカイ　セタガヤチュウオウビョウイン","世田谷中央病院","セタガヤチュウオウビョウイン","Setagaya Chuo Byoin","1","13","112","東京都世田谷区世田谷１－３２－１８","35.641201","139.650580","http://www.setagaya-hp.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日","131","0","0","0","0","0","0","131"
"1311132700820","社会福祉法人児玉新生会　児玉経堂病院","シャカイフクシホウジンコダマシンセイカイ　コダマキョウドウビョウイン","児玉経堂病院","コダマキョウドウビョウイン","Kodamakyoudou Byoin","1","13","112","東京都世田谷区経堂２－５－２１","35.652617","139.635414","https://www.kodamakyodo-hp.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，01月04日，12月31日","0","120","120","0","0","0","0","120"
"1311132700950","古畑病院","フルハタビョウイン","古畑病院","フルハタビョウイン","Furuhata Byouin","1","13","112","東京都世田谷区池尻２－３３－１０","35.648951","139.681910","http://www.furuhatahospital.com","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，01月10日，02月12日，02月23日，03月21日，04月29日，05月03日，05月04日，05月05日，07月18日，08月11日，09月19日，09月23日，10月10日，11月03日，11月23日，12月30日，12月31日","39","0","0","0","0","0","0","39"
"1311132701120","医療法人社団大坪会　三軒茶屋病院","イリョウホウジンシャダンオオツボカイ　サンゲンヂャヤビョウイン","三軒茶屋病院","サンゲンヂャヤビョウイン","SANGENDYAYA HOSPITAL","1","13","112","東京都世田谷区三軒茶屋１－２１－５","35.640230","139.668801","http://www.sangenjaya-hp.net/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01月01日，01月02日，01月03日，12月30日，12月31日","135","112","112","0","0","0","0","247"
"1311132701250","医療法人社団井上外科記念会　世田谷井上病院","イリョウホウジンシャダンイノウエゲカキネンカイ　セタガヤイノウエビョウイン","世田谷井上病院","セタガヤイノウエビョウイン","Setagaya Inoue Byoin","1","13","112","東京都世田谷区桜丘４－２５－８","35.639007","139.620166","","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","0","54","54","0","0","0","0","54"
"1311132701380","医療法人財団青葉会　青葉病院","イリョウホウジンザイダンアオバカイ　アオバビョウイン","青葉病院","アオバビョウイン","Aoba Byouin","1","13","112","東京都世田谷区太子堂２－１５－２","35.643868","139.671356","http://www1a.biglobe.ne.jp/aoba-hp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","87","0","0","0","0","0","0","87"
